"RK",TIERS,"PLAYER NAME",TEAM,"POS","AGE","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"420",14,"Devontez Walker",BAL,"WR146","25","315","397","350.6","30.9","-"
"421",14,"Erick All Jr.",CIN,"TE63","25","335","392","360.5","19.6","-"
"422",14,"Darren Waller",FA,"TE64","33","254","380","315.7","51.5","-"
"423",15,"Gardner Minshew II",ARI,"QB62","30","253","385","342.8","52.4","-"
"424",15,"Mason Rudolph",PIT,"QB63","31","269","369","325.7","41.9","-"
"425",15,"Kareem Hunt",FA,"RB104","30","256","381","347.0","52.7","-"
"426",15,"Ty Johnson",BUF,"RB105","28","320","395","360.2","26.0","-"
"427",15,"Terion Stewart",KC,"RB106","24","214","402","329.3","82.5","-"
"428",15,"Sam Howell",DAL,"QB64","25","274","321","297.5","23.5","-"
"429",15,"Barion Brown",NO,"WR147","22","313","397","363.2","29.0","-"
"430",15,"Nate Boerkircher",JAC,"TE65","24","348","377","363.4","11.7","-"
"431",15,"Aidan O'Connell",LV,"QB65","27","269","368","334.7","46.4","-"
"432",15,"Efton Chism III",NE,"WR148","24","270","419","344.0","60.8","-"
"433",15,"Joe Royer",CLE,"TE66","24","351","387","367.6","14.0","-"
"434",15,"Kendrick Law",DET,"WR149","23","304","382","342.7","31.9","-"
"435",15,"Dyami Brown",WAS,"WR150","26","316","392","368.4","26.8","-"
"436",15,"Jawhar Jordan",HOU,"RB107","26","302","390","346.0","35.9","-"
"437",15,"Nick Chubb",FA,"RB108","30","253","409","348.0","68.1","-"
"438",15,"Will Kacmarek",MIA,"TE67","23","290","395","362.3","42.1","-"
"439",15,"Jordan Watkins",SF,"WR151","24","294","387","348.3","39.5","-"
"440",15,"Jeff Caldwell",KC,"WR152","23","343","399","372.0","20.4","-"
"441",15,"Jimmy Garoppolo",LAR,"QB66","34","330","366","349.3","14.8","-"
"442",15,"Cade Stover",HOU,"TE68","26","312","386","364.5","30.7","-"
"443",15,"Eric McAlister",FA,"WR153","-","240","408","324.0","84.0","-"
"444",15,"Elijah Higgins",ARI,"TE69","25","286","400","365.3","46.1","-"
"445",15,"RJ Maryland",GB,"TE70","22","243","424","333.5","90.5","-"
"446",15,"Tyler Huntley",BAL,"QB67","28","340","372","353.3","13.6","-"
"447",15,"Jaren Kanak",TEN,"TE71","22","322","399","355.7","32.2","-"
"448",15,"Tyren Montgomery",TEN,"WR154","-","349","404","377.4","20.7","-"
"449",15,"Kendrick Bourne",ARI,"WR155","30","317","388","358.0","30.0","-"
"450",15,"Austin Hooper",ATL,"TE72","31","356","391","370.5","14.1","-"
"451",15,"Curtis Samuel",FA,"WR156","29","267","403","335.0","68.0","-"
"452",15,"Trey Palmer",NO,"WR157","25","268","404","336.0","68.0","-"
"453",15,"Daniel Bellinger",TEN,"TE73","25","289","407","360.0","51.1","-"
"454",15,"Raheim Sanders",CLE,"RB109","24","267","438","352.5","85.5","-"
"455",15,"Xavier Restrepo",TEN,"WR158","24","277","440","358.5","81.5","-"
"456",15,"Adam Trautman",DEN,"TE74","29","321","401","365.0","33.1","-"
"457",15,"Olamide Zaccheaus",ATL,"WR159","29","354","398","377.5","15.6","-"
"458",15,"Colbie Young",CIN,"WR160","24","343","394","368.7","20.8","-"
"459",15,"Jimmy Horn Jr.",CAR,"WR161","23","335","421","374.0","35.6","-"
"460",15,"Riley Nowakowski",PIT,"TE75","24","344","395","369.7","20.8","-"
"461",15,"Mitchell Trubisky",TEN,"QB68","31","309","394","351.5","42.5","-"
"462",15,"Dameon Pierce",PHI,"RB110","26","296","428","362.0","66.0","-"
"463",15,"Treylon Burks",WAS,"WR162","26","344","406","384.8","21.6","-"
"464",15,"Tyler Conklin",DET,"TE76","30","308","420","364.0","56.0","-"
"465",15,"Kenny Pickett",CAR,"QB69","28","358","387","374.0","12.0","-"
"466",15,"Josh Oliver",MIN,"TE77","29","354","410","375.0","24.9","-"
"467",15,"Jacob Cowing",SF,"WR163","25","309","411","360.0","51.0","-"
"468",15,"Carsen Ryan",CLE,"TE78","22","352","396","374.3","18.0","-"
"469",15,"DeAndre Hopkins",BAL,"WR164","34","371","400","382.5","10.7","-"
"470",15,"Phil Mafah",DAL,"RB111","23","353","433","383.0","35.6","-"
"471",15,"Taysom Hill",FA,"TE79","35","311","422","366.5","55.5","-"
"472",15,"Dallen Bentley",DEN,"TE80","25","355","398","383.5","16.8","-"
"473",15,"Jeremy McNichols",WAS,"RB112","30","314","414","364.0","50.0","-"
"474",15,"Isaiah Hodgins",NYG,"WR165","27","314","423","368.5","54.5","-"
"475",15,"Jake Browning",TB,"QB70","30","348","375","361.5","13.5","-"
"476",15,"Roschon Johnson",CHI,"RB113","25","316","413","364.5","48.5","-"
"477",15,"Tommy Tremble",CAR,"TE81","26","335","417","380.0","34.0","-"
"478",15,"Andy Dalton",PHI,"QB71","38","331","393","362.0","31.0","-"
"479",15,"Seydou Traore",MIA,"TE82","23","317","416","366.5","49.5","-"
"480",15,"Foster Moreau",HOU,"TE83","29","318","425","371.5","53.5","-"
"481",15,"Rasheen Ali",BAL,"RB114","25","320","415","367.5","47.5","-"
"482",15,"Josh Cuevas",BAL,"TE84","22","360","397","378.3","15.1","-"
"483",15,"John Michael Gyllenborg",KC,"TE85","23","321","437","379.0","58.0","-"
"484",15,"Demarcus Robinson",SF,"WR166","31","360","412","381.3","22.2","-"
"485",15,"Zach Wilson",NO,"QB72","26","350","395","372.5","22.5","-"
"486",15,"Luke Schoonmaker",DAL,"TE86","27","339","430","384.5","45.5","-"
"487",15,"Van Jefferson",WAS,"WR167","30","340","431","385.5","45.5","-"
"488",15,"Brevin Jordan",HOU,"TE87","26","341","432","386.5","45.5","-"
"489",15,"Reggie Virgil",ARI,"WR168","22","369","405","385.3","14.9","-"
"490",15,"Nick Westbrook-Ikhine",IND,"WR169","29","361","427","392.0","27.1","-"
