"RK",TIERS,"PLAYER NAME",TEAM,"POS","AGE","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"462",15,"Olamide Zaccheaus",ATL,"WR161","29","354","421","383.3","24.1","-"
"463",15,"Treylon Burks",WAS,"WR162","26","344","406","385.4","21.9","-"
"464",15,"Colbie Young",CIN,"WR163","24","343","440","384.0","41.0","-"
"465",15,"Josh Oliver",MIN,"TE75","29","354","406","373.7","23.0","-"
"466",15,"Riley Nowakowski",PIT,"TE76","24","344","415","376.3","29.3","-"
"467",15,"Kenny Pickett",CAR,"QB70","28","358","387","374.0","12.0","-"
"468",15,"Tyler Conklin",DET,"TE77","30","308","442","375.0","67.0","-"
"469",15,"Phil Mafah",DAL,"RB112","23","353","436","384.0","37.0","-"
"470",15,"Jacob Cowing",SF,"WR164","25","309","487","398.0","89.0","-"
"471",15,"Taysom Hill",FA,"TE78","35","311","443","377.0","66.0","-"
"472",15,"Jeremy McNichols",WAS,"RB113","30","314","438","376.0","62.0","-"
"473",15,"Isaiah Hodgins",NYG,"WR165","27","314","445","379.5","65.5","-"
"474",15,"Jake Browning",TB,"QB71","30","348","375","361.5","13.5","-"
"475",15,"Tommy Tremble",CAR,"TE79","26","335","469","397.3","55.1","-"
"476",15,"Andy Dalton",PHI,"QB72","38","331","393","362.0","31.0","-"
"477",15,"Seydou Traore",MIA,"TE80","23","317","439","378.0","61.0","-"
"478",15,"Dallen Bentley",DEN,"TE81","25","355","398","384.5","17.5","-"
"479",15,"Foster Moreau",HOU,"TE82","29","318","448","383.0","65.0","-"
"480",15,"Carsen Ryan",CLE,"TE83","22","352","447","391.3","40.5","-"
"481",15,"John Michael Gyllenborg",KC,"TE84","23","321","418","369.5","48.5","-"
"482",15,"Nick Westbrook-Ikhine",IND,"WR166","29","361","388","378.3","12.3","-"
"483",15,"Dae'Quan Wright",PHI,"TE85","22","371","384","378.3","5.4","-"
"484",15,"Rasheen Ali",BAL,"RB114","25","321","457","389.0","68.0","-"
"485",15,"Demarcus Robinson",SF,"WR167","31","360","458","396.7","43.6","-"
"486",15,"Josh Cuevas",BAL,"TE86","22","360","432","390.0","30.6","-"
"487",15,"Xavier Hutchinson",HOU,"WR168","26","376","393","383.3","7.1","-"
"488",15,"Zach Wilson",NO,"QB73","26","350","395","372.5","22.5","-"
"489",15,"Luke Schoonmaker",DAL,"TE87","27","339","409","374.0","35.0","-"
"490",15,"Van Jefferson",WAS,"WR169","29","340","454","397.0","57.0","-"
"491",15,"Bam Knight",ARI,"RB115","25","371","398","385.0","11.1","-"
"492",15,"Brevin Jordan",HOU,"TE88","26","341","456","398.5","57.5","-"
"493",15,"Antonio Gibson",FA,"RB116","28","351","399","375.0","24.0","-"
"494",15,"Gabe Davis",FA,"WR170","27","355","396","375.5","20.5","-"
"495",15,"Reggie Virgil",ARI,"WR171","22","369","407","386.0","15.8","-"
"496",15,"Kaden Wetjen",PIT,"WR172","24","370","451","401.7","35.4","-"
"497",16,"Ty Chandler",NO,"RB117","28","353","413","383.0","30.0","-"
"498",16,"Jahdae Walker",CHI,"WR173","24","356","464","410.0","54.0","-"
"499",16,"Austin Ekeler",FA,"RB118","31","362","403","382.5","20.5","-"
"500",16,"Chase Roberts",LV,"WR174","25","358","410","384.0","26.0","-"
"501",16,"Jared Wiley",KC,"TE89","25","365","450","407.5","42.5","-"
"502",16,"Bo Melton",GB,"WR175","27","365","461","413.0","48.0","-"
"503",16,"Dean Connors",LAR,"RB119","22","367","419","393.0","26.0","-"
"504",16,"Jeremy Ruckert",NYJ,"TE90","25","374","441","407.5","33.5","-"
"505",16,"Jaydn Ott",KC,"RB120","23","377","430","403.5","26.5","-"
"506",16,"Kalif Raymond",CHI,"WR176","31","378","488","433.0","55.0","-"
"507",16,"Roman Wilson",PIT,"WR177","25","379","468","423.5","44.5","-"
"508",16,"Thomas Fidone II",NYG,"TE91","23","393","455","417.0","27.2","-"
"509",16,"Miles Sanders",FA,"RB121","29","391","420","405.5","14.5","-"
"510",16,"Grant Calcaterra",PHI,"TE92","27","392","463","427.5","35.5","-"
"511",16,"Tyrell Shavers",BUF,"WR178","26","393","494","443.5","50.5","-"
"512",16,"Theo Wease Jr.",MIA,"WR179","25","396","495","445.5","49.5","-"
