"RK",TIERS,"PLAYER NAME",TEAM,"POS","AGE","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"330",14,"Charlie Kolar",LAC,"TE48","27","206","388","300.9","60.0","-"
"331",14,"Jerome Ford",WAS,"RB87","26","247","354","303.1","30.1","-"
"332",14,"Jake Moody",FA,"K14","26","259","327","289.2","22.3","-"
"333",14,"Cole Payton",PHI,"QB48","23","246","322","267.4","28.2","-"
"334",14,"Erick All Jr.",CIN,"TE49","25","263","344","307.6","26.7","-"
"335",14,"Jake Elliott",PHI,"K15","31","290","353","319.9","24.8","-"
"336",14,"Andy Borregales",NE,"K16","23","270","332","294.3","24.4","-41"
"337",14,"Eli Heidenreich",PIT,"RB88","23","288","329","311.0","15.5","-"
"338",14,"Joe Milton III",DAL,"QB49","26","241","297","276.6","21.1","-"
"339",14,"Quinn Ewers",MIA,"QB50","23","265","331","297.7","21.8","-"
"340",14,"Ja'Tavion Sanders",CAR,"TE50","23","261","387","323.5","34.2","-"
"341",14,"Spencer Rattler",NO,"QB51","25","265","291","278.6","8.9","-"
"342",14,"Sam Roush",CHI,"TE51","22","218","321","279.8","37.1","-"
"343",14,"Justice Hill",BAL,"RB89","28","268","386","326.6","40.5","-52"
"344",14,"Isaac Guerendo",SF,"RB90","26","301","397","343.2","33.7","-"
"345",14,"Will Howard",PIT,"QB52","24","265","348","304.8","25.5","-"
"346",14,"Malik Davis",DAL,"RB91","27","264","315","286.6","17.9","-"
"347",14,"Eddy Pineiro",SF,"K17","30","281","334","305.7","19.1","-50"
"348",14,"Joshua Palmer",BUF,"WR121","26","254","378","306.0","50.0","-"
"349",14,"Trevor Etienne",CAR,"RB92","22","268","393","339.6","42.0","-"
"350",14,"Riley Leonard",IND,"QB53","23","282","351","311.3","25.8","-"
"351",14,"San Francisco 49ers",SF,"DST17","-","291","355","311.7","23.5","-124"
"352",14,"Luke McCaffrey",WAS,"WR122","25","260","398","325.4","47.6","-"
"353",14,"Joshua Karty",FA,"K18","24","258","337","297.4","31.5","-"
"354",15,"Mack Hollins",NE,"WR123","32","239","377","318.3","46.0","-"
"355",15,"Chicago Bears",CHI,"DST18","-","200","341","279.0","52.1","-61"
"356",15,"Jahan Dotson",ATL,"WR124","26","248","354","304.2","38.7","-"
"357",15,"Devin Singletary",NYG,"RB93","29","273","357","305.2","27.9","-"
"358",15,"Joe Flacco",CIN,"QB54","41","272","392","326.3","42.3","-"
"359",15,"Tyson Bagent",CHI,"QB55","26","258","387","326.7","50.8","-"
"360",15,"Ty Johnson",BUF,"RB94","28","272","393","337.7","42.6","-"
"361",15,"Harrison Mevis",LAR,"K19","24","288","339","313.8","18.8","-135"
"362",15,"New Orleans Saints",NO,"DST19","-","212","355","292.3","53.4","-"
"363",15,"J'Mari Taylor",JAC,"RB95","24","301","364","330.3","24.9","-98"
"364",15,"Tanner Koziol",JAC,"TE52","22","284","358","317.8","26.0","-"
"365",15,"Malik Benson",LV,"WR125","23","229","369","298.0","62.1","-73"
"366",15,"Will Shipley",PHI,"RB96","24","274","388","332.7","44.1","-"
"367",15,"Cairo Santos",CHI,"K20","34","258","342","299.5","30.5","-"
"368",15,"Konata Mumpfield",LAR,"WR126","23","214","361","301.0","54.2","-"
"369",15,"Blake Grupe",IND,"K21","27","271","324","302.3","22.1","-"
"370",15,"Deion Burks",IND,"WR127","23","195","396","322.4","72.6","-"
"371",15,"Savion Williams",GB,"WR128","24","315","331","324.4","6.9","-"
"372",15,"Tyler Higbee",LAR,"TE53","33","231","380","325.2","51.2","-"
"373",15,"Darren Waller",CAR,"TE54","33","216","364","307.5","59.4","-"
"374",15,"Garrett Nussmeier",KC,"QB56","24","318","334","328.0","6.4","-"
"375",15,"Marlin Klein",HOU,"TE55","23","272","337","311.5","26.7","-"
"376",15,"Samaje Perine",CIN,"RB97","30","295","398","330.4","38.8","-"
"377",15,"Emari Demercado",KC,"RB98","27","302","398","350.9","37.4","-"
"378",15,"Calvin Austin III",NYG,"WR129","27","263","375","331.8","38.8","-"
"379",15,"CJ Daniels",LAR,"WR130","24","298","390","343.7","35.0","-100"
"380",15,"Michael Trigg",DAL,"TE56","24","207","389","332.4","66.0","-95"
"381",15,"Washington Commanders",WAS,"DST20","-","290","345","316.0","19.5","-"
"382",15,"Mitchell Evans",CAR,"TE57","23","215","391","333.2","62.1","-"
"383",15,"Kendrick Bourne",ARI,"WR131","31","265","336","293.0","30.9","-"
"384",15,"Tyler Bass",BUF,"K22","29","283","327","297.7","20.7","-120"
"385",15,"Dawson Knox",BUF,"TE58","29","308","351","339.0","15.9","-"
"386",15,"Zavion Thomas",CHI,"WR132","22","257","400","340.8","46.4","-"
"387",15,"Xavier Hutchinson",HOU,"WR133","26","208","294","251.0","43.0","-"
"388",15,"Barion Brown",NO,"WR134","22","277","389","351.8","36.1","-100"
"389",15,"Daniel Carlson",NO,"K23","31","218","293","255.5","37.5","-"
"390",15,"Jaylin Lane",WAS,"WR135","24","284","381","342.8","31.8","-"
"391",15,"Jason Sanders",NYJ,"K24","30","222","353","305.7","59.3","-"
"392",15,"Trey Lance",LAC,"QB57","26","316","353","329.8","15.3","-"
"393",15,"Luke Musgrave",GB,"TE59","26","338","375","353.7","12.4","-"
"394",15,"Tai Felton",MIN,"WR136","23","245","395","345.0","53.1","-"
"395",15,"Noah Gray",KC,"TE60","27","326","374","355.2","16.4","-"
"396",15,"John Metchie III",CAR,"WR137","26","300","390","349.4","32.2","-"
"397",15,"Noah Fant",NO,"TE61","28","335","371","350.2","13.8","-"
"398",15,"Treylon Burks",WAS,"WR138","26","262","382","338.3","46.4","-"
"399",15,"Devontez Walker",BAL,"WR139","25","273","383","318.3","46.9","-"
"400",15,"KaVontae Turpin",DAL,"WR140","30","292","370","320.7","35.0","-"
"401",15,"Roman Hemby",LV,"RB99","24","303","392","341.0","38.7","-"
"402",15,"Jack Endries",CIN,"TE62","22","328","376","354.0","15.8","-"
"403",15,"Audric Estime",NO,"RB100","22","308","377","343.3","24.7","-"
"404",15,"Nick Westbrook-Ikhine",IND,"WR141","29","254","318","286.0","32.0","-"
"405",15,"Tutu Atwell",LAR,"WR142","26","302","390","356.4","30.2","-"
"406",15,"Dont'e Thornton Jr.",LV,"WR143","23","333","393","364.3","19.3","-"
"407",15,"Tanner McKee",PHI,"QB58","26","315","397","357.8","29.0","-"
"408",15,"Will Levis",TEN,"QB59","27","335","367","348.0","12.7","-"
"409",15,"Haynes King",CAR,"QB60","25","254","338","296.0","42.0","-"
"410",15,"Joe Royer",CLE,"TE63","24","346","366","359.0","7.5","-"
"411",15,"Kareem Hunt",FA,"RB101","31","306","362","333.7","22.9","-"
"412",15,"Brandon McManus",FA,"K25","35","302","311","306.5","4.5","-"
"413",15,"Jordan Whittington",LAR,"WR144","25","330","398","369.8","23.1","-"
"414",15,"Zach Ertz",FA,"TE64","35","310","376","339.3","27.4","-"
"415",15,"Dyami Brown",WAS,"WR145","26","243","404","355.5","65.8","-"
"416",15,"Tyren Montgomery",TEN,"WR146","25","317","395","364.2","26.1","-"
"417",15,"Arizona Cardinals",ARI,"DST21","-","303","316","309.5","6.5","-"
"418",16,"Trey Smack",GB,"K26","23","310","332","321.0","11.0","-164"
"419",16,"Elijah Higgins",ARI,"TE65","25","352","394","370.6","15.4","-"
"420",16,"Dillon Gabriel",CLE,"QB61","25","326","387","364.0","24.5","-"
"421",16,"Nate Boerkircher",JAC,"TE66","25","360","374","365.0","5.7","-"
"422",16,"Reggie Virgil",ARI,"WR147","22","291","369","330.0","39.0","-"
"423",16,"Olamide Zaccheaus",ATL,"WR148","29","282","379","330.5","48.5","-"
"424",16,"Davis Mills",HOU,"QB62","27","316","386","354.7","29.0","-"
"425",16,"Roschon Johnson",CHI,"RB102","25","303","366","334.5","31.5","-"
"426",16,"KeAndre Lambert-Smith",LAC,"WR149","24","352","400","374.6","15.5","-"
"427",16,"Kendrick Law",DET,"WR150","23","293","379","336.0","43.0","-"
"428",16,"DeAndre Hopkins",BAL,"WR151","34","321","381","357.7","26.3","-"
"429",16,"Seydou Traore",MIA,"TE67","24","320","360","340.0","20.0","-"
"430",16,"Will Kacmarek",MIA,"TE68","23","300","394","361.7","43.6","-"
"431",16,"Indianapolis Colts",IND,"DST22","-","342","345","343.5","1.5","-"
"432",16,"Joey Aguilar",JAC,"QB63","25","322","367","344.5","22.5","-"
"433",16,"Josh Cameron",JAC,"WR152","23","304","396","365.0","43.1","-"
"434",16,"Robert Henry Jr.",WAS,"RB103","24","331","391","365.0","25.1","-"
"435",16,"Kenny Pickett",CAR,"QB64","28","358","385","367.0","12.7","-"
"436",16,"Austin Hooper",ATL,"TE69","31","366","369","367.0","1.4","-"
"437",16,"Roman Wilson",PIT,"WR153","25","319","383","351.0","32.0","-"
"438",16,"Colbie Young",CIN,"WR154","24","313","399","367.7","38.8","-"
"439",16,"Gardner Minshew II",ARI,"QB65","30","340","385","367.7","19.8","-"
"440",16,"Aidan O'Connell",LV,"QB66","28","340","397","368.0","23.3","-"
"441",16,"Tommy Tremble",CAR,"TE70","26","339","371","355.0","16.0","-"
"442",16,"Jeff Caldwell",KC,"WR155","23","357","396","380.5","15.8","-"
"443",16,"Kaden Wetjen",PIT,"WR156","24","348","373","360.5","12.5","-"
"444",16,"Dallen Bentley",DEN,"TE71","25","362","393","377.0","12.7","-"
"445",16,"Greg Dortch",DET,"WR157","28","343","395","369.0","26.0","-"
"446",16,"Josh Oliver",MIN,"TE72","29","367","371","369.0","2.0","-"
"447",16,"Ashton Dulin",IND,"WR158","29","345","405","375.0","30.0","-"
"448",16,"Riley Nowakowski",PIT,"TE73","24","356","394","375.0","19.0","-"
"449",16,"Luke Schoonmaker",DAL,"TE74","27","354","397","375.5","21.5","-"
